Sentences,Label
"Oh, I wouldn&#39;t miss it for the world.",joy
Hello Ross. I love what you did with this room.,joy
Thank you very much.,joy
"Look, Ben, it&#39;s a toy that protects US oil interests overseas!",joy
"It took me 28 years to find a man to spend my life with. Then if I have to wait 28 years, I&#39;ll be 56 before I can have a baby, and that&#39;s just stupid.",sadness
That&#39;s what&#39;s stupid.,disgust
I will not tell you! You&#39;re the bad man who broke Sarah&#39;s leg.,anger
You are a big fool.,anger
Why don&#39;t you look in the mirror,anger
It&#39;s hard this whole platonic thing.,sadness
Law!,joy
"Ow! -Ow! -Ow! At! At! At! At! At! At! Weißt du, oh!",anger
She broke my arm.,anger
"No, she touched mine first!",anger
This is my job!,anger
Which woman?!,anger
"Either you see someone behind my back, which would make you the biggest idiot on the planet.",disgust
Or you pretend you&#39;re seeing someone who makes you so pathetic that I could start crying here on the cereal ship.,disgust
Another great story! The yarn you weave! Woo-hoo-hoo!,joy
Oh! Well. We&#39;re not doing this now!,anger
"OK, now I&#39;m going to kick my ass.",anger
Fine!,anger
Fine!,anger
"Hello, listen, I&#39;m sorry.",sadness
"Stop it, Chandler. I am sorry, too.",sadness
"Look, we don&#39;t have to make this a guest room, we can come up with something to do with the shared room.",joy
That&#39;s a great idea! We can,joy
Total!,joy
Oh good.,joy
That&#39;s great. Good for you.,joy
I am not maintenance-intensive!,anger
I am not a pushover!,anger
You did!,anger
I&#39;m sorry this is all the time we have.,sadness
"Well, Sid and I are trying again and we had problems last time because apparently we ...",sadness
"I would love to stay, but I have a hot date anyway ...",joy
"I don&#39;t wanna be single, okay? I just wanna ... I just wanna get married again!",sadness
"Look, these clowns are trying to take us away and I won&#39;t let them!",anger
And we&#39;re not some fools!,anger
Nothing! It&#39;s over! Devil again! This is regularly scheduled programming!,anger
Can we turn off the TV? OK? Do we really want to spend the whole weekend like this?,disgust
Hey don&#39;t blame me for wobbling tonight!,anger
"Oh, who should I blame? The nice bellboy who had to drag his luggage into 10 different rooms?",anger
I don&#39;t know how about the idiot who thought he could go from Albany to Canada on half a tank of fuel!,anger
"We&#39;re supposed to have a romantic weekend together, it-it, what&#39;s wrong with you?",anger
What did you say?,anger
"I said, &quot;Gosh, relax, Monnnnn.&quot;",fear
That&#39;s right Wesley! I just stopped by to say you&#39;re not a real doctor! And this woman&#39;s brain is fine!,anger
Oh! Thank you God!,joy
Hope! Hope!,joy
Erpel!,joy
"You don&#39;t die hope you will live a long, healthy life. With me.",joy
Oh Drake.,joy
Okay!,joy
Here we go!,joy
Okay!,joy
Hi Joey!,joy
It&#39;s rachel!,joy
"We have the basic meat of old sweet cows and turkeys, e ...",disgust
Hi there!,joy
Hi there!,joy
No! I would like to!,joy
And!,joy
"You wouldn&#39;t return my calls, you sent my letters back ...",sadness
"Another chance, Ursula, please?",sadness
Good business.,joy
Hi there!,joy
"Hi there! All right, let&#39;s go shopping !!",joy
"Um, you know, before we go, I have to say something.",fear
I had a crush on you somehow.,fear
"But now that you are not, I really want to ask you at some point.",fear
So that&#39;s what I&#39;m doing now.,fear
"Well, I&#39;m Phoebe Buffay, hi!",joy
II hope to be your womb for the next nine months.,joy
"You should know we&#39;re doing this for Frank and Alice, who you know you were there!",joy
"Um, you know, they want you so badly, so when you get in there, really grab this.",joy
"Okay, and - and I promise I&#39;ll keep you safe and warm until you&#39;re ready to be taken home, so ... Oh!",joy
We are back!,joy
Hi there!,joy
"We went to a Mets game, we got Chinese food and I love this woman.",joy
"I&#39;m sorry man, I&#39;m tired, I really did.",sadness
"Joey, you are this guy&#39;s teacher. I mean how can you do that",anger
What about my kids Drake ?! Huh !? No!! No!! No! God!,anger
Are you kidding me?!,anger
"Ho-oh, he&#39;ll get some!",joy
You were so funny with this waiter! You are such a nut!,joy
"You know, breadstick teeth are always fun.",joy
No you make fun of her. You&#39;re the funny one!,joy
"Uh, look Katie, uh, listen up, we need to talk.",fear
They made you head of department!,joy
Oh great! Many Thanks!,joy
"Ooh, I miss dating.",sadness
I won&#39;t be able to do this for long and it&#39;s so fun!,joy
Yes I do!,joy
"And we&#39;re going to go out, we&#39;re going to have a good time and distract you from the birth and the caesarean sections and the giant baby heads that stretch out",joy
OK! I will go with you! I will go! I will go with you.,joy
Hi there!,joy
Hi there!,joy
Oh you know the writing was good and the director is good and ... and my co-star is good,joy
God you have to tell me what happens tomorrow!,joy
"Oh fuck her, this part is mine!",anger
What about us Everything we feel for each other.,sadness
"Knowing that I&#39;ll never hold you in my arms again, or touch your skin, or feel your lips, know that I&#39;ll never sleep with you again?",sadness
How can I accept that ...,sadness
I can never kiss you again if all I can do is not kiss you right now.,sadness
Kiss Me.,joy
"Come on you know Thanksgiving. Oh, you have the bigger half. What did you wish for",joy
I want to suggest a toast.,joy
"Smaller Toast here, Ding Ding.",joy
"I know this isn&#39;t the kind of Thanksgiving you all have planned, but it was really great for me, you know, I think because it didn&#39;t involve divorce or projectile vomiting.",joy
I think I am trying to say that I am very grateful that all of your thanksgivings were sucking.,joy
This is so cute.,joy
"And hey, this is a bad Christmas.",joy
And a shitty new year.,joy
Here here!,joy
Now wait,anger
Please wait!,anger
"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now - now you - you tell her that I will be at this airport and I hope that she will be there too!",anger
Please promise me that you will tell her that.,sadness
"You spend half of your life in the bathroom, why don&#39;t you ever go out the bloody window?",anger
"Umm madam, do you have a minute? I have bad news. I don&#39;t think I can move to Tulsa.",sadness
"But just because I was worried about this meeting all night, isn&#39;t that funny?",fear
See I love Tulsa!,joy
Tulsa is heaven!,joy
Tulsa is Italy - Please don&#39;t make me go there!,fear
No no no!,fear
"No thanks! You gave me so much! I mean, if it wasn&#39;t for you, I would never have been able to sing",joy
I mean what should I do without you,sadness
"Uh ... Oh, Mindy, you&#39;re so stupid. Oh, we&#39;re both so stupid.",disgust
Oh no.,fear
"Oh, I&#39;m so sorry",sadness
No i&#39;m so sorry ...,sadness
"Well, there&#39;s no way I&#39;m going to get a shot.",fear
"Maybe they can take the needle and put it in my mouth, you know, like a spray gun.",fear
And!,fear
Honey really don&#39;t squeeze it so hard!,anger
"Oh, Ross!",anger
Let go of my hand,anger
You will love me so much I have sting tickets !!,joy
Oh dear God! I really love you! How did you do it ?!,joy
Oo where are the seats?,joy
You are a mean old woman.,anger
It is the strength that you have in you that means the most to me.,joy
"You are loyal, you are honest and you have integrity!",joy
That&#39;s the kind of strength I want in the man I love!,joy
That means nothing to me. Come on!,anger
: No! You&#39;re clogging the chute that I clogged for half an hour!,anger
I&#39;m so sorry. I haven&#39;t - I don&#39;t get in here much.,sadness
": Oh yes, of course not!",anger
": Because you are a little princess! &quot;Papa, buy me a pizza. Papa, buy me a candy factory. Papa, turn off the cast",disgust
": You think you could wreak havoc and the tall man in overalls will come in here and clean it up, right?",anger
Why not think of someone else for a change?,anger
Ok i&#39;m sorry,sadness
"Whoa-whoops, I almost lost this baby!",joy
Oh hello! You have a gift from my parents!,joy
I do revenge. I do and I&#39;m so happy for you.,joy
"Look, I um ... it&#39;s a scary world out there, especially when you&#39;re a single mom.",fear
"So Rachel Green, will you marry me?",joy
"If I can&#39;t have it, you can&#39;t have it!",anger
"I can&#39;t believe her, you know, it&#39;s just - it&#39;s so typical.",disgust
"Then we sprinkle rose pedals on the bed and make love. Not just because it&#39;s romantic, but because I can!",joy
I love you!,joy
And!,joy
I win again!,joy
Lol!,joy
That&#39;s $ 500 you owe me!,joy
Whoo-ho-hoo!,joy
"$ 500, that&#39;s a lot of electricity!",joy
Whoo-ho-ho!,joy
"Okay, get ready to owe me!",joy
I am brave!,fear
I ... I am brave!,fear
No no no no!!,fear
Hi there!,joy
It&#39;s candy time! My roommate says they taste like little drops of heaven.,joy
Oh please! Did you hear that? Little drops of the sky.,joy
"Um, listen, I&#39;m sorry, but I&#39;ll bring something out in the morning.",sadness
Yes! You ... you were wonderful.,joy
No no no! We must go! Come on! Here we go.,fear
Certainly!,joy
Hi there!,joy
You look amazing. I am the happiest man in the world.,joy
"Ohh, you&#39;ll be a little more lucky.",joy
You look great! Does your friend have the best taste or what?,joy
My friend really has good taste!,joy
I do not care! The wires have come loose in your head!,anger
Elevator !! And slide!,joy
"All right everyone, lift! And slide !!",joy
"I mean, I realize that his feelings may never go away entirely, but",sadness
"I&#39;m so sorry, I&#39;ll go",sadness
"Goodbye Monica, I wish you a lifetime of happiness with him.",sadness
I found my identical hand twin!,joy
Would you stop doing this,anger
"I mean, I&#39;ll take a man home and in five minutes they&#39;re all on him.",disgust
I know. I just wish I would bring home a man one day they really liked.,sadness
"Oh no-no, I can&#39;t.",fear
Oh dear God. He threw up?,disgust
Right! You&#39;re losing the sucker !! Please still marry me.,joy
Uhh! Ooh beautiful!,joy
"Well no, not yet. But the audition went really well.",joy
It is really classy!,joy
"Oh, and the director is supposed to be the next Martin Scorcese.",joy
Hi there!,joy
You loved me!,joy
Oh dear God!,joy
Grandma has to line up.,joy
Ohh that&#39;s so cute!,joy
"Listen, I have to tell you, I&#39;m having a great time!",joy
Dr. Geller!,joy
Burt!,joy
Oh.,sadness
"Well, it&#39;s delicious. We kissed a little.",joy
"Pheebs, this guy was obsessed with your sister because god knows how long, okay, you don&#39;t just give up on this.",disgust
"Look, he gave me his night vision goggles and everything.",joy
"Pheebs, wake up and smell the restraining order.",disgust
"Thank you, Monica.",joy
"Hey guys, check it out! My mother sent me the newspaper!",joy
Ooh let&#39;s see!,joy
There he is!,joy
There is our star!,joy
Almost as good as playing with the two naked girls on the seesaw.,joy
I was not there.,sadness
"Okay, all right, don&#39;t judge me too much.",fear
"But there was this leg waxing stuff, it just looked so amazing ...",joy
Oh it&#39;s amazing! I want to be such a waxine girl.,joy
I know!!,joy
God. Do you think it really doesn&#39;t hurt? Because how can you do that?,fear
Hi there! Organic substances recently discovered in the depths of the rainforest!,joy
Come through. Move.,anger
"Yes, now you are somehow not anymore.",disgust
"No foam, no rescue. Okay?",anger
Hello nothing That awful woman just took my machine.,disgust
"No foam? Sorry, wait a second. This is my friend&#39;s machine.",anger
"Hey, hey, hey, that&#39;s not the rule and you know it.",anger
Because it&#39;s good money! But that doesn&#39;t change the fact that this is an evil corporate blood sucking machine!,anger
Well I think this is a great place to work!,joy
Varrrrrroom!,joy
Hi there!,joy
"Check it out, lady!",anger
Varrrrrrrrrrom!,joy
Hey-hey handsome!,joy
Varrrrrrrrroom.,joy
"All right, I&#39;ll go.",sadness
My bed is so boring.,sadness
"And I&#39;m happy for you, but I&#39;m tired of having a relationship with your answering machine!",anger
"Okay, I don&#39;t know what to do anymore.",sadness
"Okay, it was just me and her on the back of the train and I was sitting near the door so she had to pass me if she wanted to change cars.",joy
She was totally at my mercy.,joy
Done! I did it! Hey who is stupid now?,joy
He can&#39;t play at our wedding!,anger
I mean everyone will go!,anger
"I mean come on, this is just noise!",anger
It&#39;s not even a song!,anger
"Look, I wanted to say I&#39;m sorry you lost.",sadness
Chandler please!,disgust
Hi there!,joy
It&#39;s Phoebe! Phoebe!,joy
Hi there!,joy
No!!,disgust
Under no circumstance!,anger
No!,disgust
And stop using my name!,anger
And be ashamed!,disgust
And shame on you all!,disgust
You are disgusting!,disgust
Especially you with it!,disgust
Hi there!,joy
Hello Pheebs!,joy
"Oh! Okay, like, okay, like,",fear
I&#39;m so sorry. Please stop freaking out.,fear
I can&#39;t believe you&#39;re going to ask Monica to marry you!,joy
No Phoebe!,anger
You can&#39;t get the phone like this; that&#39;s not fair!,anger
"Fine, but I bet you would sing a different tune if we argued over a ratchet.",anger
"Ohh, I lost my mother to suicide.",sadness
Have I used that today? I&#39;m so sorry.,sadness
Oh i&#39;m winning! He has,joy
Wait but there is no money! Well that&#39;s awful! You have to get married like a Rec. Center!,sadness
